,label,label_desc,sentence,keywords
18596,104,news_finance,车子安装了高速etc，并且绑定的是中行信用卡。现在车准备卖了，etc怎样处置？,
18597,104,news_finance,国务院发文推行职业教育，利好这些股,"中安消,绵世股份,博世科,Investment,上证50,京东,京东集团,投票权,富贵鸟,世纪鼎利,泥头车,南宁百货,阿里巴巴,罗牛山,湾长制,海伦钢琴"
18600,101,news_culture,传统字帖已OUT，现在流行这样的练字帖，轻松练一手好字,"练字,凹槽练字帖,行楷书,书法,字帖"
18603,102,news_entertainment,有钱不代表可以娇气没礼貌，黄圣依和儿子的行为值得思考,"黄圣依,刀口对着,安迪,妈妈是超人"
18607,103,news_sports,有哪些东西在中国常见，但在外国不常见？,"寨卡病毒,苍蝇拍,澳大利亚人,澳大利亚,苍蝇"
18609,103,news_sports,权健0-0恒大 索萨：希望郑达伦能早日恢复健康,"郑达伦,权健,莫德斯特,恒大,索萨"
18610,102,news_entertainment,小品《中奖了》下集，本山大叔、赵四表演真搞笑，笑声不断,"赵四,小品,本山,中奖了,大叔"
18611,107,news_car,三元催化应该怎么洗？,"清洗,氧传感器,氧含量,混合气,清洗剂"
18613,104,news_finance,美对华关税听证罕见延长，多巨头将为中国产品发声,"刘鹤,美方,关税,听证会,美国,百思买"
18615,102,news_entertainment,林俊杰：十年后的今天，音乐同样给你爱与希望,"新加坡,爱与希望,林俊杰"
18617,104,news_finance,塑钢阳光房企业如何实现差异化发展？,
18619,107,news_car,本田xrv的落地价大概是多少？,
18620,102,news_entertainment,梅艳芳葬在什么地方？,"九龙塘,梅爱芳,梅艳芳,阿梅,歌连臣角火葬场"
18621,107,news_car,驻马店将再建1铁路1高铁 引进100台共享汽车,"107国道,四大传奇,唯物主义,发祥地,范缜,西游记"
18625,104,news_finance,融资租赁人力资源系列报告重磅推出！,"融资租赁公司,朴觅鑫,人力资源,融资租赁,薪酬"
18626,103,news_sports,亨利缺席温格主场告别战惹争议，现身曼城夺冠庆典，你怎么看？,
18627,106,news_house,三、四线城市房价居高不下，刚需如何买房不亏？,
18628,107,news_car,动车只比高铁慢20%，为什么高铁票价却贵一半以上？,"法拉利,动车,五菱宏光,票价"
18630,103,news_sports,内马尔加盟皇马？先弄清楚这几个问题！,"法国杯,内马尔,C罗,巴萨,加盟皇马"
18634,106,news_house,金地融信悦江府│为金华开时代，5.12江景艺术美学馆即将亮相！,"美学馆,商品房买卖合同,江景,金东区,金华市,悦江府"
18636,107,news_car,体验全新朗逸PLUS，动力升级，后备箱能装成年人，空间表现很不俗,"朗逸,全新朗逸PLUS,后备箱,北京车展"
18637,107,news_car,这样的中国红旗车，你还会买兰博基尼，保时捷吗,"兰博基尼,保时捷"
18640,107,news_car,这里应该设置堤坡阶梯步道,"自行车,堤坡"
18641,102,news_entertainment,「这世界」家庭主妇的劳动值多少钱？东京大学的教授认真算了下,"家族之苦2,柳川教授,主妇,女演员,家族之苦,逃跑可耻但有用,东京大学,万日元"
18644,103,news_sports,王者荣耀：因为他们，天美曾硬生生修改了游戏规则,"荆轲,全职高手,王者荣耀,天美修改,CD,黄忠,韩信"
18645,102,news_entertainment,为何古天乐、张家辉等大咖会代言看似low的网页游戏？,"张家辉,古天乐,代言,流量小花,网页游戏"
18646,104,news_finance,2018 Demo China创新中国春季峰会在北京隆重举行,"创投,创业者,南立新,董事总经理,创业邦"
18647,101,news_culture,戴笠的儿子是怎样的性格？,
18651,104,news_finance,陆金所又踩坑，代销2亿资管计划，管理人发风险提示,"陆金所,富贵鸟,凯迪生态,流动资金贷款,龙力生物,信托计划"
18652,101,news_culture,马克思主义真理光芒照耀未来｜评论员观察,"马克思主义,回到马克思,海格特公墓,资本论,特里尔,习近平"
18653,106,news_house,有“芯”的生活更智慧打开新时代的美好生活,"IPv6,4K,DISCOVERY,根服务器,综合自助终端"
18655,104,news_finance,皇庭化界 立地为极｜皇庭中心大客户签约仪式完美落幕,"深圳市,深圳,皇庭中心,健康保险,国际企业,福田"
18658,106,news_house,贝加尔湖本是中国的？,"房价,贝加尔湖,俄罗斯,尼布楚条约"
18659,104,news_finance,养老保险金和工龄有没有关系？,"退休金,养老金,工龄,过渡性养老金,劳动保险条例,养老保险金"
18660,103,news_sports,胜负彩第18066期开奖：拜仁爆冷 头奖井喷100注12万,"胜负彩,汉诺威,弗赖堡,斯图加特,莱比锡"
18661,103,news_sports,当梦想终于成真时，那个天才控卫如今也是三旬老汉了,"休斯顿,保罗,克里斯,西决,克里斯保罗"
18663,107,news_car,川藏线318线和317线到底有什么区别？,"西藏,川藏线,金沙江,川藏南线,川藏北线,探险者"
18664,102,news_entertainment,文莱是个怎样的国家？,"文莱苏丹,文莱人,文莱,天然气,新加坡"
18669,101,news_culture,石头遇上对的人，就有了生命！,"热带雨林,西双版纳,石头"
18673,102,news_entertainment,哪里可以下载春风十里不如你电视剧？,
18675,102,news_entertainment,如果你穿越到《水浒传》里变成了武大郎，你会怎么办？,"西门庆,武大郎,弟弟武松,武松,潘金莲"
18676,102,news_entertainment,现在何赛飞在娱乐圈的资源如何？,
18678,107,news_car,上海召开智能网联汽车道路测试阶段工作总结会议，加快扩展测试道路场景,上海市
18679,102,news_entertainment,这种充满强烈魅惑色彩的红色，让你有什么感受？,"Happiness,The Red,Irene,Be Natural,Ice Cream Cake,金艺琳,金唱片,姜涩琪,Red"
18680,104,news_finance,「5·12」十年弹指一挥间，十年奋进再出发,"通信,中国电信,中国电信集团公司,地震,应急通信,中国电信四川公司,中国卫星"
18681,104,news_finance,什么是顶吧，有什么用途？,
18682,103,news_sports,4-0横扫！卢指导硬是把猛龙安排的明明白白的,"德罗赞,骑士,詹姆斯,猛龙,克拉克森"
18684,103,news_sports,迟来的拥抱1,
18686,104,news_finance,民营加油站价格低，油品有保障吗？,"两桶油,中石油,中石化,油品,民营加油站"
18687,107,news_car,江西三清山自驾游游玩,"一线天,三清山,怀玉山脉,江郎山,观音赏曲"
18688,107,news_car,林肯飞行家和航海家有什么区别？,
18690,104,news_finance,京东一季度营收增长 33%，实现八个季度连续盈利,京东
18692,102,news_entertainment,“绝望的主妇”平均五年换一个丈夫，如今终于怀上了,"准妈妈,身为人母,东方IC,Shower,绝望的主妇,伊娃·朗格利亚"
18693,101,news_culture,文艺青年创业好选择 忆茶茶饮与你共创未来,"文化,茶文化,冰淇淋,茶饮,文艺青年"
18695,102,news_entertainment,张檬承认插足刘雨欣家庭：诚恳道歉！随后，刘雨欣做出回应,"金都1943,夏家三千金,范世琦,破坏军婚罪,诛仙,花木兰,张檬,贾青,如果爱,刘雨欣,步步惊心"
18697,104,news_finance,穷人靠什么才能致富？,"富人思维,命中注定,穷人思维,坤鹏论,想致富"
18698,103,news_sports,莱利门徒弄巧成拙，激怒小加被扫地出门，纽约之路不容乐观,"加索尔,菲兹戴尔,帕特-莱利,尼克斯,灰熊"
18700,106,news_house,“国际经验 中国借鉴——2018房地产资产证券化高峰论坛”在京成功举行,"资产证券化,房地产,不动产,金诚,全联房地产商,中国REITS发展报告"
18703,103,news_sports,QG又输了，曾经的冠军怎么了？,
18706,102,news_entertainment,国际影坛最有影响力的6大华人巨星，张学友上榜，第一至今无人超越！,"电影监制,香港,电影演员,少林寺,开创者,吻别,Smile,香港十八区"
18709,106,news_house,金亚5号二期看房日记：着眼低密舒适生活 布局夷陵商业新域,"5号,金亚,宜昌,发展大道,夷陵区"
18711,100,news_story,有“妻”徒刑（现代故事）,"闭嘴,花妹,蜘蛛,睁开眼,秦小妮,丈母娘"
18713,100,news_story,天台：“90后”小伙被父母送上法庭，背后原因令人瞠目,"天台县,街头镇,被告人,虎毒不食子,赌博"
18715,102,news_entertainment,经常看到豆瓣评分，它是国内还是国外的评分标准？,
18716,103,news_sports,美媒季后赛MVP榜：詹皇高居第一 卡佩拉冲进前十,"霍福德,季后赛,卡佩拉,戈贝尔,哈登"
18718,101,news_culture,世界之最—古老的马种,"汗血宝马,汗血马,蒙古马,土库曼斯坦,阿拉伯马,阿哈尔捷金马,伊比利亚马,公元前"
18719,101,news_culture,五千年的中医文化为什会成为方子舟的抨击对象？,
18723,102,news_entertainment,同样是170的身高，演技都非常的好，这样的女明星堪称完美！,"钟汉良,女明星,关晓彤,黄晓明,唐嫣"
18727,103,news_sports,你最远徒步走过多远？,
18729,102,news_entertainment,出身农村，身家过亿却从不炫富，出门坐奔驰，出差坐经济舱！,"新还珠格格,经济舱,奔驰S级,陆贞传奇,赵丽颖,奔驰G500,王思聪,青云志,花千骨"
18730,107,news_car,无与伦比 揽胜行政 3.0 HSE气质彰显天下,"路虎揽胜行政,路虎,路虎揽胜,揽胜行政版,揽胜,SUV"
18731,102,news_entertainment,聂风、步惊云、秦霜都有招牌武功，那跟他们一起长大的断浪呢,"排云掌,步惊云,天霜拳,断浪,雄霸,风云"
18740,100,news_story,哥哥买房我拿7万，我结婚时嫂子给200，说我是外人，我说3声谢谢,
18743,101,news_culture,街头涂鸦艺术——墨尔本菲茨罗伊玫瑰街,"菲茨罗伊,墨尔本,涂鸦艺术,经纬度"
18745,107,news_car,48万就可以提走，相对而言已经是打了五折，外观看还是全新的,"宝马,奥迪"
18746,102,news_entertainment,老戏骨中的小鲜肉 胡歌参加《朗读者》网友：这款综艺必火,"综艺节目,真人秀,朗读者,奔跑吧,极限挑战,档综艺,胡歌"
18747,104,news_finance,"世界首富身价揭秘, 财富超8000亿元, 是比尔盖茨马云之和","马云,世界首富,蚂蚁金服,杰夫贝佐斯,个人兴趣"
18748,107,news_car,新能源汽车未来发展怎么样？,
18750,102,news_entertainment,张钧甯出席时尚盛典 网友：拥有那么大的飞机场，她一定很聪明！,"飞机场,张钧甯出席时尚盛典网友,张钧甯"
18751,107,news_car,梦见已故去的人，是好是坏，梦到了，该做什么,"潜意识,周公解梦"
18752,103,news_sports,明年会是AirJordan4的“复刻大年”！,"Fire,骑士队,Air Jordan 4,air jordan 4,乔丹"
18754,104,news_finance,自动取款机吞卡了该怎么办？,
18755,107,news_car,摩托车下坡拉离合滑行对摩托车有危害吗？,摩托车
18756,104,news_finance,散户应该怎么在股市上永久不衰长期发展？,
18757,106,news_house,链家和安居客哪个好用些？,
18758,100,news_story,儿子划花二姐家新车，我正要拿钱要赔她，二姐却先来我家给我道歉,小孩子
18759,106,news_house,绿地控股：4月所获房地产项目斥资67.38亿,"土地用途,万平方米,计容建筑面积约,容积率,项目用地面积约"
18760,101,news_culture,不劝酒，应该成为饮酒人的自觉！,"美酒,放歌纵酒,中国酒文化,酒文化,劝酒"
18761,101,news_culture,肩宽仅两厘米！这位上海姑娘专做“娃衣”,"江苏,上海姑娘,传承人"
18763,103,news_sports,记者热议小白去处：说白了，重庆没钱,"伊涅斯塔,重庆,小白,马斯切拉诺,蒋立章"
18764,102,news_entertainment,《爱情公寓》终于要回来了！,"爱情公寓,陈美嘉,如来神掌,唐悠悠,胡一菲,吕子乔"
18765,102,news_entertainment,团饭、唯饭和cp饭都是怎么看待彼此的？,
18766,104,news_finance,钱，钱，钱,钱难赚
18767,104,news_finance,央行：“封杀”代查个人征信APP,"互联网安全保护技术措施规定,直连央行征信系统,征信报告,网络安全法,APP,征信系统,102号文"
18769,104,news_finance,和英咨询邀请函｜6月13-14日，中国阿米巴经营战略合作交流盛典,"广州市,阿米巴,OPPO,阿米巴经营"
18770,107,news_car,最赚钱的洗车小哥，洗一次收费5万元，土豪们争先排队让他洗！,"洗车,脱脂剂,汽车保养"
18771,107,news_car,广西杜总做微商五个月，喜提和谐号！脑残还是弄虚作假？,"电子商务,微商,广西,和谐号,玛莎拉蒂"
18772,107,news_car,具备人工智能技术的车牌识别工程,"移动端,X86,ARM,人工智能,车牌识别"
18775,107,news_car,在别克4S店里，全合成机油4升价格只有338元，这真的是全合成的吗？,
18778,102,news_entertainment,这款酷炫十足的造型，贾乃亮是真的走出“夜宿门”的风波了吗,"夜宿门,李小璐,贾乃亮"
18779,104,news_finance,中国计算机学会技术前线研讨会,"CCF,通用数据保护法案,Equifax,奇虎360,Facebook,数据安全,阿里巴巴,雅虎,比特币,LinkedIn"
18780,104,news_finance,MACD选股暗语，操盘手不愿透露，老股民酒后讲出,"0轴,MACD白线和黄线,顶背离,MACD,黄金交叉,DIF线"
18782,107,news_car,「氟碳漆外墙板涂装生产线」2016创造奇迹13833097069,"酚醛板,螺杆泵,压缩空气,硅酸钙板"
18783,101,news_culture,明月山处赏明月,"明月山,沩仰宗,月亮湖,宋应星,栖隐寺,天工开物"
18784,102,news_entertainment,没有王俊凯粉丝的宣传，《高能少年团》第二期收视率比第一期还高,"王俊凯粉丝,王俊凯,浙江卫视1,节目收视率,高能少年团"
18791,102,news_entertainment,这个人被他打进医院，这些年从未道歉，巨石强森在WWE有多狠？,"整形手术,巨石强森,狂暴巨兽,米克佛利,WWE,道恩强森"
18794,101,news_culture,印象齐都文化产业园：文化园区还是地产项目？,"博物馆,文化产业,商业用地,房地产开发,齐文化"
18798,103,news_sports,鹈鹕暂停给隆多布置战术，裁判拉走偷听的格林，你怎么看？,
18799,104,news_finance,人生奋斗的源泉—脉果儿,"脉果儿,大数据,互联网,共享经济"
18800,107,news_car,几百万悍马丢在“垃圾堆”没人开走，原因让人很无奈,"买得起,加长版,悍马"
18801,107,news_car,哈弗H6重回榜首，传祺GM8首月登榜！4月份汽车销量榜出炉！,"哈弗,GL8,五菱宏光,哈弗H6,CS35,别克GL8,H6,GM8,卡罗拉,CS75,广汽传祺,朗逸,产品力"
18803,103,news_sports,火箭与勇士西决会首，总决赛提前上演？火箭真难敌勇士？,"勇士,火箭,常规赛,总决赛,杜兰特"
18805,101,news_culture,为什么成都号称中国第四城？,
18806,100,news_story,神秘“女人岛”，不允许男人进入，岛上只有寡妇和孩子,"女人村,柬埔寨"
18808,100,news_story,在老家，老人去世后遗体放在家中的时候要盖上脸，这是为什么呢？,"苫脸纸,黄表纸"
18809,103,news_sports,暖心！佛罗伦萨成立基金会帮助阿斯托里女儿,"阿斯托,佛罗伦萨,基金会,阿斯托里,足球网"
18811,107,news_car,奇瑞旗下捷途汽车解读，与兄弟品牌开瑞汽车形成合力才是难点！,"奇瑞,商用车,捷途,开瑞汽车,开瑞,X90,开瑞K50,K50,MPV"
18812,106,news_house,重庆房地产趋势发布会举行 行业大咖发表房地产精彩观点,"房产税,重庆,主城客户,重庆楼市,碧桂园"
18815,101,news_culture,神、仙、佛、圣、菩萨、罗汉，你知道他们的区别吗？,"大乘佛教,罗汉,小乘佛教,释迦牟尼,道教,封神榜"
18817,101,news_culture,《风云》绝世武学排云掌，雄霸保留最后一式，却被步惊云偷学成功,"圣王,排云掌,步惊云,天霜拳,愁云惨淡"
18819,104,news_finance,《欢乐颂2》里同样是创业者，曲筱绡和王柏川为什么差距这么大？,
18820,102,news_entertainment,为什么有的人爱打麻将却总是输？,"那英,打麻将"
18821,104,news_finance,兑奖了！福达合金与深信服网上发行中签号出炉！,"福达,中签号出炉,中签号"
18836,102,news_entertainment,《复仇者联盟3》独眼龙发信息给惊奇队长，为何不让惊奇队长早点出山对抗灭霸？,
18837,100,news_story,花费三十万的小洋楼，居然没人敢住，只好八万元贱卖,"宅基地,李大妈,小洋楼,娶媳妇"
18838,107,news_car,山西小伙发明让世界瞩目，世界顶尖专家造不出，美国千万收购被拒,"魏强,水陆两用车,修理厂,阿尔金山,我爱发明,越野车,越野怪兽"
18839,104,news_finance,湖北将集中排查房地产领域非法集资 重点查五方面,"非法集资,售后包租,房地产,湖北省,社会公众吸收资金"
18840,106,news_house,五年后，西安房价均价会到3万吗？,
18843,103,news_sports,人的极限怎么衡量？,
18846,104,news_finance,科技改变金融，以特币乘势起飞,"特币,去中心化,金融科技,区块链,比特币"
18847,101,news_culture,上联：大地无声，黄土岂能埋笑貌，下联怎么对？,
18850,106,news_house,你买房子不写我名，我自己买房子你也不让，我的钱我不能做主么?,"Nina,情感咨询师,买房子"
18856,104,news_finance,2018全球化妆品行业最有价值品牌50强发布,"LVMH,娇兰,欧莱雅,高露洁,太平洋,联合利华,雅诗兰黛"
18858,104,news_finance,「大赛」节前埋伏高送转 坚定持有守得反包涨停！,"选手本周,上证综指,周收益"
18859,101,news_culture,风霜孤露之境，易生奇杰；醉生梦死之地，绝少英豪,"宇宙人,慈悲心,平居不惰其业，穷困不易其素,群书治要,四海之内皆兄弟,季文子"
18861,102,news_entertainment,迪拜：在豪华游轮上举行的时装发布会 衣服美 模特靓,"时装周,迪拜,模特,女装发布会,东方IC"
18862,107,news_car,《手动挡已死，那是因为你怂》，看看这些网友的神回复！,"自动挡,手动,森林人,五菱宏光,控制欲,手动挡"
18863,102,news_entertainment,章子怡浅灰色印花裙现身红毯，网友：要不是她缩头缩脑我就信了！,
18864,104,news_finance,小米员工人均年薪17万 高管年薪4千万,"IPO,Smart,新经济,林斌,雷军"
18866,104,news_finance,厦门今夏小龙虾更热辣 新商家忙入市连锁店忙扩张,"明发商业广场,连锁店,卤水,厦门,小龙虾"
18868,104,news_finance,聚美优品要坑？4年市值蒸发百亿，这次陈欧咋为自己代言,"个位数,当当网,聚美优品,跨境电商,陈欧"
18871,104,news_finance,城镇职工社保和城乡居民社保的区别是什么？,"城镇,基本养老保险制度,城乡居民,工伤保险,简称五险一金,保险"
18873,101,news_culture,一个人的第八年｜写在30岁,"编辑部,为你千千万万遍,丛书,武陟,时代报告,经纪人,版权页,北三环,郑州,奔流,写在二十九岁"
18876,104,news_finance,自然光“搬入”地下车库 技术革新分享千亿“蛋糕”,"光导管,光导照明系统,太阳能,自然光,重庆"
18878,104,news_finance,珠海汇成 正在火爆征集各类藏品，书画，玉器，瓷器，奇石，钱币,"香港,永丰展览拍卖有限公司,香港永丰,集团拍卖有限公司,拍卖会"
18879,101,news_culture,方舟子说象棋源自印度，中国古代没有大象，你认为这种说法怎么样？,
18880,104,news_finance,西部证券股份有限公司,"公司法,委员会主席,西部证券,证券股份,刘建武先生,公司章程,董事会"
18881,103,news_sports,德赫亚守18场零封！终得首英超金手套！,"西汉姆,德赫亚,英超,金手套奖,库尔图瓦"
18886,103,news_sports,同样是巨星抱团，命运却各不相同！他们的问题出在哪？,"锋卫摇摆人,哈登,威斯布鲁克,保罗乔治,和保罗"
18888,102,news_entertainment,《创造101》孟美岐是佛系爱豆？“山支大哥”情话满分，太撩人！,"孟美岐,团综,创造101,山支大哥,撑腰,小姐姐"
18892,107,news_car,电动三轮车、四轮车早已经今非昔比！,"电动三轮车,连平县,电动车,四轮车,摩托车"
18893,100,news_story,老婆娘家拆迁分房，为防止分给我，她求我假离婚我正好假戏真做！,"离婚,生孩子"
18894,106,news_house,海南岛到底是旅游岛还是老人岛？,"候鸟养老,海南,三亚,房地产,旅游岛"
18895,102,news_entertainment,46岁高龄妈妈伊能静凭啥生二胎？,"试管婴儿,孙逸仙,妇产科,猴子,怀孕"
18898,106,news_house,保姆纵火案令人毛骨悚然，把一家子人的生活交给保姆，你觉得靠谱吗？,"朱小贞,纵火案,莫焕晶,保姆"
18903,101,news_culture,上联：鸦鹊枝头谈福祸，下联怎么对？,
18905,104,news_finance,“刷单”带来的恶果，该谁来承担？,"网络水军,双十一,电商平台,刷单产业链,副宝贝"
18906,107,news_car,新款大众CC终于到店了，颜值跟奥迪打平手，卖15万让思域哭！,"奥迪,大众cc,颜值,大众CC,本田思域,CC"
18907,102,news_entertainment,李连杰现身四川探访灾后重建食堂吃白菜，被孩子们叫爷爷机智回应,"壹基金,四川地震,天真可爱,四川,李连杰"
18908,107,news_car,11张“化险为夷”的照片告诉你，这就是人们常说的“运气好”!,小汽车
18909,100,news_story,探究｜俗语“天要下雨”为何要扯上“娘要嫁人”？,"贞节牌坊,民间故事,张文举,陈秀英,朱耀宗"
18910,106,news_house,2018年山西11市市区房价最新排名,房价
18911,104,news_finance,估值已到2638点、外资提前抄底387亿 分析师：5月A股上涨概率62%,"换手率,鲁西化工,海通证券,云开见月明,分析师,机器人"
18913,104,news_finance,PK迪士尼！环球影城斥65亿美元在北京投建最大主题乐园,"康卡斯特,迪士尼,36氪,主题公园,北京环球影城,新加坡"
18917,107,news_car,新一代大众CC将于5月14日下线 8月上市,"R-Line,R17,大众CC,R18,R19,太平洋汽车网,CC,海外版"
18920,103,news_sports,5月12日MSI上，夺冠热门KZ被FNC全程碾压，你怎么看？,
18921,106,news_house,龙湖古寨 ①潮州独一无二的女祠——阿婆祠,"六合同春,韩江水,龙湖古寨,古寨,潮州市"
18922,101,news_culture,幼儿园纸盘贝壳黏贴作品，太漂亮了,
18924,102,news_entertainment,那些年出现的穿帮镜头，战场出现直升飞机，古代竟有探照灯！,"摄像师,三生三世十里桃花,探照灯,摄像机,穿帮,赵丽颖"
18925,104,news_finance,马云支付宝“强抢”银行生意，央行痛心：支付宝不再直连银,"马云,金融,备付金,银行,支付宝"
18926,100,news_story,小时候看《帝女花》，其实历史上的长平公主死时已经怀孕5个月了,"崇祯,崇祯皇帝,长平,长平公主,周世显"
18928,106,news_house,MAY四射 燃爆沈阳！金石全民看房月 四大M事件神秘来袭！,"MOMA,星巴克,好利来,金石,购房"
18929,101,news_culture,方舟子说象棋源自印度，中国古代没有大象，你认为这种说法怎么样？,
18930,103,news_sports,敬业！两月减掉30斤，男篮内线高塔要在亚运会显神威？,"中国男篮,灰熊队,亚运会,王哲林,俞长栋"
18931,102,news_entertainment,遮天如果拍电视剧，你最期待谁来演？,
18932,104,news_finance,特斯拉为什么会一步步滑向破产的边缘？,
18934,107,news_car,走川藏线一定要开越野车吗？,"奇瑞QQ,法拉利,五菱宏光,F12,比亚迪,进藏,吉利熊猫,摩托车,拉萨,玛莎拉蒂,比亚迪F0"
18936,104,news_finance,如何实操“捡钱”日收入稳定1000+,挖掘-测试-执行
18938,104,news_finance,B2B电商死伤一片，被称为“最完美场景”的供应链金融，更如空中楼阁,"经销商,找钢网,供应链金融,B2B电商,B2B领域"
18939,101,news_culture,87版红楼梦林黛玉凤冠霞帔试妆照，资深红迷也未必见过,"林黛玉,红楼梦,红迷,凤冠霞帔"
18941,103,news_sports,“质疑中成长” 中赫国安无畏压力,"赫集团,周金辉董事长,中赫国安,姜涛,侯森"
18942,102,news_entertainment,NBA众星的美艳娇妻！瓦嫂不及一人完美~,"环球小姐,伊维特,霍福德,巴里亚,NBA"
18947,107,news_car,林肯-领袖壹号：成功人士必须要有的面子,"祖母绿,PWM,Alcantara,阿尔坎塔拉,精密机械"
18950,107,news_car,凯迪拉克的保养费用很高，可以不去4S店保养吗？对车子影响大吗？,"店提供,中国足球,服务收益,凯迪拉克,忙忙碌碌"
18952,107,news_car,劳斯莱斯推出SUV，看完外观后路虎的被洗白，被称为“灵车”,"Phantom,SUV,劳斯莱斯,Patrol,Nissan"
18953,104,news_finance,5月8日早报：抖音成一季度全球下载量最高iPhone应用,"Facebook,BTC,重庆银行,重庆百货,外星文明,区块链,小商品城,星巴克"
18954,100,news_story,给女儿代孕的妈妈（现代故事）,"海底总动员,血型,李耀兰,溶血性,AB型血,RH阴性血,小丑鱼,输血反应,RH阳性血,晓荣,天津美术学院"
18956,100,news_story,书桓如萍订婚现场，依萍深情献唱挽欲留，你看懂如萍此时眼神了吗,"依萍,如萍,日记本,书桓"
18957,104,news_finance,实体经济没有完蛋 破产、跑路、自杀高潮尚未到来,"券商中国,公司债,富贵鸟,实体企业,鄂尔多斯,中安消,资管计划,万亿"
18959,101,news_culture,上联:梦回故里几行泪，怎么对下联？,
18960,107,news_car,那位朋友介绍一下，小排量1.6车，能否去西藏。318的路况怎样，谢谢？,"polo,西藏"
18961,107,news_car,这几条开车铁律永远不会过时！不管新手司机还是老手司机都要看看,"电动车,货车,任我遨游,见缝就钻,变道"
18962,103,news_sports,高原上的全民彩色跑：心怀青春 无惧年龄,"彩色跑,湖体育,西宁市,青海湖,环湖赛"
18963,107,news_car,「丽江推荐」这款欧洲小岛命名的SUV终于降价了，还送大礼包！,"英茂智达首家斯柯达,丽江,SUV,EA888,丽江市,斯柯达"
18965,103,news_sports,究竟是谁阻止了伊涅斯塔加盟中超？,
18967,102,news_entertainment,索尼公布E3发布会时间 有4款重点游戏没有新硬件 附E3发布会时间汇总,"Shawn,生还者,洛杉矶,互动娱乐,对马岛之鬼,蜘蛛侠,PlayStation"
18969,101,news_culture,一夫妇连生10胎都是女孩，春节对联写着。上联是，家有千金不算富，请答出下联？,
18971,103,news_sports,22年前“哟西”满天飞的何智丽如今怎么样了？,
18973,103,news_sports,鹈鹕总经理：希望考辛斯和隆多都回归，必要时愿意付奢侈税,"尼古拉,奢侈税,登普斯,考辛斯,米罗蒂奇"
18974,101,news_culture,为抗日毅然归国，被捕后为正义，不惧剥皮的女英雄，牺牲时仅25,"投笔从戎,滨江抒怀,陈康容,抗日救亡运动,自首书,女英雄,赵一曼"
18975,103,news_sports,4AM最新广告大片来袭！蜜蜂仔：韦酱这么帅的？想舔屏！嘤嘤嘤~,
18976,104,news_finance,「海豚区块链」日本东京举办区块链应用大赛,"东京,区块链,日本,虚拟货币"
18978,107,news_car,蔚来汽车获超20亿美元融资，估值50亿美元，你期待智能出行吗？,"李书福,汽车行业,CES,智能汽车,蔚来汽车"
18979,106,news_house,楼盘的楼间距你懂多少？买不买房都应该知道的事~,"购房,楼间距,买房,购房者,楼盘"
18980,101,news_culture,读完了999本书，写完了999篇读书笔记，那是一种什么样的体验？,
18982,100,news_story,"李云龙手下5大悍将结局: 四死一失踪, 楚云飞却是得到最好结局!","金门岛,李云龙,张大彪,孙德胜,楚云飞"
18983,101,news_culture,细雨明湖墨色浓云，如一幅山水画,"墨色,天河入海流,大明湖,山水画"
18984,103,news_sports,回归！恒大权健强援一个不少！卡纳瓦罗：终于可以为所欲为了！,"帕托,权健,卡纳瓦罗,恒大,索萨"
18985,101,news_culture,原创七绝｜小屋独落阅诗经,
18987,102,news_entertainment,科勒-卡戴珊与特里斯坦-汤普森现身影院,"特里斯坦,影院,电影,卡戴珊,汤普森"
18988,106,news_house,为什么开发商手里最后都留一两套房子？,
18990,104,news_finance,「行云全球汇」获3亿元A轮融资,"品牌商,零售商,金沙江,供应链金融"
18994,106,news_house,郑州有哪些值得一去的公园？,
18995,100,news_story,远程促排成功，娇娇怀孕了,"月经,娇娇,雌二醇,小娜,避孕药"
19000,103,news_sports,你看见过最嚣张的庆祝动作是什么？,
19002,107,news_car,想买个6-7万的代步车，捷达、轩逸和科沃兹该怎么选？,
19017,103,news_sports,天赋满满的76人碰上了团队能力更强的绿衫军，都怪少帅史蒂文斯,"西蒙斯,恩比德,史蒂文斯,塔图姆,绿衫军"
19018,104,news_finance,天然药物研究院及智能化生产基地落户中德生态园,"中德生态园,制药企业,天然药物,注射液,FDA"
19019,103,news_sports,足球预测分析：哥伦布机员vs费城联合,"常规赛,季后赛,美职联,费城,哥伦布机员"
19024,102,news_entertainment,在迪士尼说迪士尼,"狮子王,主题乐园,主题曲,皮克斯,Let it go,Circle of life,Stranger like me,疯狂动物城,迪士尼,Two Worlds,玩具总动员,冰雪奇缘,米老鼠,玩具系列"
19028,104,news_finance,安徽为什么比不过河南？,
19031,102,news_entertainment,《黑暗心灵》发布中文预告 超能少年踏上冒险旅程,"黑暗心灵,迪金森,曼德拉,亚历山德拉,功夫熊猫2,怪奇物语,降临,斯坦伯格"
19035,100,news_story,我上班两个月随礼4次，老板结婚，我随礼900，半夜收到老板的微信,婚礼
19037,104,news_finance,区块链时代或许不再需要VC,"可口可乐,量子,ICO,巴菲特,Token,Facebook,区块链"
19040,103,news_sports,皮克嘲讽皇马大将：尽管犯规 裁判给你牌算我输,"卡塞米罗,皇马,埃尔南德斯,西班牙,皮克"
19041,104,news_finance,网宿科技：积极布局边缘计算 助力智能社会发展,"云计算,海外市场,周丽萍,CDN,IDC"
